,high_price,low_price,open_price,close_price,average_price,volume,buy_volume,sell_volume,average_price_last_3h,average_price_last_1h,hour,dayahead
2023-01-04 01:00:00+01:00,87.99,76.47,76.47,79.0,84.88,96.0,31.5,64.5,85.42,,1,78.84
2023-01-04 02:00:00+01:00,81.9,69.93,70.0,71.06,73.33,84.9,58.8,26.1,74.93,,2,69.93
2023-01-04 03:00:00+01:00,87.8,69.13,70.0,75.0,72.73,72.5,66.3,6.4,76.58,,3,69.26
2023-01-04 04:00:00+01:00,94.43,70.11,71.8,89.0,77.02,81.3,62.5,18.8,85.31,,4,71.75
2023-01-04 05:00:00+01:00,93.99,53.7,53.7,81.73,81.69,183.5,35.2,154.3,84.49,,5,81.73
2023-01-04 06:00:00+01:00,91.29,65.6,91.29,65.6,77.27,166.6,36.6,135.1,75.89,,6,80.11
2023-01-04 07:00:00+01:00,99.19,82.9,95.0,94.0,86.97,131.6,36.5,95.1,86.85,,7,83.33
2023-01-04 08:00:00+01:00,99.2,87.91,87.91,95.5,90.17,54.0,37.0,25.0,90.38,,8,86.27
2023-01-04 09:00:00+01:00,129.24,88.0,94.99,128.0,103.14,157.4,54.2,103.2,105.98,,9,85.37
2023-01-04 10:00:00+01:00,120.63,76.01,82.1,120.63,92.17,177.2,128.9,66.1,93.93,,10,75.95
2023-01-04 11:00:00+01:00,136.87,85.96,90.02,136.0,110.8,170.5,104.6,85.1,121.46,,11,81.71
2023-01-04 12:00:00+01:00,126.7,84.85,90.01,110.0,110.51,195.1,50.2,146.1,118.46,,12,80.89
2023-01-04 13:00:00+01:00,141.0,88.5,92.5,141.0,112.52,264.4,110.9,155.5,115.84,,13,79.72
2023-01-04 14:00:00+01:00,141.0,90.0,92.3,133.0,115.17,272.7,203.8,75.1,120.6,,14,80.22
2023-01-04 15:00:00+01:00,146.4,81.69,81.69,135.06,120.2,428.4,286.2,143.1,133.16,,15,79.74
2023-01-04 16:00:00+01:00,142.99,77.0,84.04,130.0,114.61,498.4,377.1,142.8,134.02,,16,80.82
2023-01-04 17:00:00+01:00,131.14,77.0,87.56,115.0,103.96,462.3,315.3,174.2,116.97,,17,86.16
2023-01-04 18:00:00+01:00,120.3,74.05,81.9,104.5,95.74,202.2,130.6,71.9,105.5,,18,72.28
2023-01-04 19:00:00+01:00,118.0,69.12,80.0,117.0,104.57,152.8,97.8,58.8,108.82,,19,66.61
2023-01-04 20:00:00+01:00,102.64,66.58,82.05,87.61,85.64,260.3,193.2,77.1,89.49,,20,62.13
2023-01-04 21:00:00+01:00,98.9,64.0,95.0,98.9,82.1,334.1,253.0,81.1,83.27,,21,57.26
2023-01-04 22:00:00+01:00,78.0,37.9,37.9,73.0,63.93,286.0,179.7,110.6,69.76,,22,37.94
2023-01-04 23:00:00+01:00,80.0,30.8,30.8,60.1,52.08,247.1,146.4,104.7,62.0,,23,30.82
2023-01-05 00:00:00+01:00,70.79,10.85,31.51,62.0,49.44,165.0,86.9,81.6,49.61,,0,30.03
2023-01-05 01:00:00+01:00,78.59,5.03,5.03,78.59,55.97,89.4,81.8,7.6,57.26,,1,28.15
2023-01-05 02:00:00+01:00,64.3,5.03,5.03,64.06,49.07,97.2,82.9,14.3,54.53,,2,27.68
2023-01-05 03:00:00+01:00,70.56,5.03,5.03,70.56,57.09,97.1,91.1,13.3,62.34,,3,27.76
2023-01-05 04:00:00+01:00,72.0,5.04,28.6,69.0,59.25,265.6,159.2,109.7,70.81,,4,28.63
2023-01-05 05:00:00+01:00,82.0,15.2,18.34,74.2,65.5,120.1,78.5,56.6,76.75,,5,17.73
2023-01-05 06:00:00+01:00,106.3,54.2,65.0,95.98,90.16,252.8,191.9,60.9,96.88,,6,62.7
2023-01-05 07:00:00+01:00,124.0,85.5,88.99,110.0,109.16,317.5,190.2,138.2,116.36,,7,85.53
2023-01-05 08:00:00+01:00,130.5,94.6,94.6,114.0,118.49,308.8,195.6,151.6,120.31,,8,93.54
2023-01-05 09:00:00+01:00,135.62,104.94,104.94,134.17,121.33,252.5,138.1,134.7,121.79,,9,107.92
2023-01-05 10:00:00+01:00,152.5,108.75,126.7,152.5,136.8,154.2,96.2,67.6,139.78,,10,128.75
2023-01-05 11:00:00+01:00,165.37,131.7,137.4,161.99,151.4,258.1,132.0,146.2,156.7,,11,139.64
2023-01-05 12:00:00+01:00,157.11,126.36,134.41,142.5,142.45,216.2,100.2,146.3,148.98,,12,139.99
2023-01-05 13:00:00+01:00,153.36,125.46,131.18,138.1,141.82,296.1,116.8,191.4,142.31,,13,142.58
2023-01-05 14:00:00+01:00,154.4,135.0,138.02,148.54,142.14,272.8,112.7,166.9,141.2,,14,149.4
2023-01-05 15:00:00+01:00,158.55,144.94,145.53,154.33,153.63,232.5,121.1,111.7,154.64,,15,155.2
2023-01-05 16:00:00+01:00,173.1,156.13,167.9,157.9,166.54,237.1,163.2,73.9,165.68,,16,172.73
2023-01-05 17:00:00+01:00,193.7,162.89,192.4,169.4,179.64,331.8,216.9,117.9,171.94,,17,194.7
2023-01-05 18:00:00+01:00,192.3,161.05,192.2,171.0,175.75,329.9,247.2,86.3,167.54,,18,194.67
2023-01-05 19:00:00+01:00,178.0,133.99,169.72,143.53,158.7,273.4,221.3,62.8,143.69,,19,177.98
2023-01-05 20:00:00+01:00,167.13,134.87,162.35,141.3,153.42,191.6,120.9,71.0,140.92,,20,163.99
2023-01-05 21:00:00+01:00,152.9,125.01,150.3,125.01,144.15,190.7,112.8,77.9,133.95,,21,152.0
2023-01-05 22:00:00+01:00,143.64,119.3,142.9,119.3,133.26,192.7,113.1,80.7,122.16,,22,144.64
2023-01-05 23:00:00+01:00,138.0,96.93,135.0,103.5,112.52,231.4,145.1,86.3,101.01,,23,127.0
2023-01-06 00:00:00+01:00,119.4,97.54,101.01,112.42,105.02,145.9,28.9,117.0,107.04,,0,107.21
2023-01-06 01:00:00+01:00,110.61,91.21,101.11,108.11,102.27,172.7,37.4,135.3,103.97,,1,101.1
2023-01-06 02:00:00+01:00,112.0,89.6,96.0,102.86,97.98,147.1,28.4,118.7,103.67,,2,96.73
2023-01-06 03:00:00+01:00,96.0,82.0,87.22,84.0,86.8,196.6,95.4,101.2,89.06,,3,82.34
2023-01-06 04:00:00+01:00,86.22,75.77,83.4,77.89,82.85,193.8,85.7,108.1,80.3,,4,81.93
2023-01-06 05:00:00+01:00,96.4,77.74,85.51,89.0,84.97,126.8,24.8,112.1,85.29,,5,84.03
2023-01-06 06:00:00+01:00,117.0,82.7,97.25,94.54,94.52,208.3,97.1,128.4,93.53,,6,97.25
2023-01-06 07:00:00+01:00,103.95,65.16,99.8,80.0,82.73,114.2,42.6,83.9,78.16,,7,103.95
2023-01-06 08:00:00+01:00,101.39,79.47,101.39,79.47,91.54,84.5,31.1,63.1,90.64,,8,108.51
2023-01-06 09:00:00+01:00,93.23,64.4,86.0,81.42,78.66,157.6,90.2,73.8,77.64,,9,109.92
2023-01-06 10:00:00+01:00,109.0,76.61,105.88,84.0,84.42,278.3,212.9,122.0,80.67,,10,110.14
2023-01-06 11:00:00+01:00,109.0,77.5,109.0,88.15,89.22,177.4,141.8,54.1,85.82,,11,110.65
2023-01-06 12:00:00+01:00,108.1,81.02,108.1,95.0,88.99,130.6,114.2,50.6,88.02,,12,109.91
2023-01-06 13:00:00+01:00,101.5,78.0,99.43,85.0,85.34,277.3,257.1,99.0,86.5,,13,101.09
2023-01-06 14:00:00+01:00,111.0,91.87,111.0,104.01,101.14,166.5,59.5,126.5,100.62,,14,113.06
2023-01-06 15:00:00+01:00,120.01,80.02,119.55,115.0,106.7,186.7,112.6,87.9,104.3,,15,122.81
2023-01-06 16:00:00+01:00,141.52,126.43,134.6,139.24,133.89,288.9,197.7,116.5,134.95,,16,135.62
2023-01-06 17:00:00+01:00,149.61,119.6,149.61,130.72,138.47,220.3,87.4,137.9,136.81,,17,150.72
2023-01-06 18:00:00+01:00,143.91,95.97,142.11,105.01,130.38,215.9,127.8,112.7,126.62,,18,142.11
2023-01-06 19:00:00+01:00,131.7,86.69,131.7,105.87,108.37,80.2,16.4,63.8,106.97,,19,119.92
2023-01-06 20:00:00+01:00,105.1,73.02,105.1,73.02,93.37,96.1,49.4,47.0,88.11,,20,107.22
2023-01-06 21:00:00+01:00,130.21,25.32,107.1,35.0,77.64,224.6,82.0,145.4,52.21,,21,101.02
2023-01-06 22:00:00+01:00,86.67,25.11,80.3,25.11,61.83,256.3,64.2,194.9,50.08,,22,74.25
2023-01-06 23:00:00+01:00,70.63,40.0,70.63,50.57,47.98,102.2,27.1,99.4,47.44,,23,94.8
2023-01-07 00:00:00+01:00,72.0,30.0,71.7,30.0,52.03,136.3,72.2,71.2,41.56,,0,71.67
2023-01-07 01:00:00+01:00,70.02,41.0,69.9,41.0,55.27,163.7,104.1,85.0,50.0,,1,69.93
2023-01-07 02:00:00+01:00,86.08,45.0,86.08,78.6,73.32,162.8,81.3,126.0,76.89,,2,96.05
2023-01-07 03:00:00+01:00,88.5,67.97,87.5,70.46,74.04,200.0,133.7,99.9,73.89,,3,87.97
2023-01-07 04:00:00+01:00,83.88,63.87,83.88,66.41,72.7,223.8,139.1,89.6,72.96,,4,82.99
2023-01-07 05:00:00+01:00,75.72,60.0,75.72,60.43,70.56,332.0,175.8,161.0,66.79,,5,83.59
2023-01-07 06:00:00+01:00,93.4,56.85,92.4,72.55,77.99,241.8,150.6,102.4,71.52,,6,90.76
2023-01-07 07:00:00+01:00,102.0,77.79,102.0,90.0,88.17,240.1,128.6,115.5,84.15,,7,103.21
2023-01-07 08:00:00+01:00,109.09,73.0,109.09,75.0,86.87,171.5,44.1,127.4,80.69,,8,111.86
2023-01-07 09:00:00+01:00,112.59,74.95,110.2,87.0,81.44,165.1,142.5,144.9,79.28,,9,112.0
2023-01-07 10:00:00+01:00,101.1,73.0,101.1,73.0,81.52,124.4,98.3,123.0,79.39,,10,100.0
2023-01-07 11:00:00+01:00,108.32,61.86,87.65,90.0,87.17,124.0,101.9,113.3,92.85,,11,88.32
2023-01-07 12:00:00+01:00,100.0,63.07,92.0,81.07,83.28,126.2,83.4,111.1,87.67,,12,87.9
2023-01-07 13:00:00+01:00,93.88,67.0,86.41,85.49,82.22,200.6,126.1,109.4,87.01,,13,91.79
2023-01-07 14:00:00+01:00,91.67,63.01,80.51,87.39,78.88,171.6,104.8,95.1,79.88,,14,80.51
2023-01-07 15:00:00+01:00,89.9,70.53,78.9,87.0,81.33,240.5,154.6,100.0,84.19,,15,78.94
2023-01-07 16:00:00+01:00,96.45,72.0,73.8,94.33,87.21,206.1,149.3,59.9,90.4,,16,79.93
2023-01-07 17:00:00+01:00,106.0,70.0,89.11,106.0,92.22,246.4,150.3,109.5,98.98,,17,78.68
2023-01-07 18:00:00+01:00,98.37,71.26,88.76,98.37,86.24,241.4,137.2,117.6,89.18,,18,78.38
2023-01-07 19:00:00+01:00,104.67,64.29,87.61,104.67,87.02,307.8,182.4,138.8,89.62,,19,74.39
2023-01-07 20:00:00+01:00,82.19,56.98,76.95,73.0,73.23,260.8,141.0,123.1,75.09,,20,66.98
2023-01-07 21:00:00+01:00,63.21,42.0,63.21,47.38,56.37,391.3,216.2,188.3,48.95,,21,59.99
2023-01-07 22:00:00+01:00,57.69,28.75,57.69,49.0,45.78,448.4,211.4,237.6,36.93,,22,48.8
2023-01-07 23:00:00+01:00,37.3,13.21,37.3,28.11,25.47,421.2,167.0,262.2,21.66,,23,35.9
2023-01-08 00:00:00+01:00,27.7,9.47,20.01,9.47,16.54,223.9,177.5,46.4,15.74,,0,24.44
2023-01-08 01:00:00+01:00,24.0,4.79,10.3,7.09,10.28,182.2,65.8,120.8,9.88,,1,9.3
2023-01-08 02:00:00+01:00,21.99,4.52,10.1,16.39,10.15,153.8,54.4,99.4,11.39,,2,9.1
2023-01-08 03:00:00+01:00,14.1,4.0,7.16,5.0,8.11,133.0,53.7,79.3,5.93,,3,4.16
2023-01-08 04:00:00+01:00,16.0,3.33,14.2,12.6,9.43,114.7,36.8,79.5,12.14,,4,5.58
2023-01-08 05:00:00+01:00,33.16,8.74,10.92,33.16,14.52,125.7,56.6,69.1,21.87,,5,9.92
2023-01-08 06:00:00+01:00,39.0,10.02,10.02,39.0,20.34,144.0,32.2,111.8,32.58,,6,9.02
2023-01-08 07:00:00+01:00,51.45,18.84,19.47,51.45,30.09,92.4,14.4,78.0,41.76,,7,16.47
2023-01-08 08:00:00+01:00,61.08,25.0,25.0,58.0,45.82,197.5,60.8,136.7,55.44,,8,27.08
2023-01-08 09:00:00+01:00,57.5,28.35,29.08,33.01,41.89,248.7,89.7,164.6,41.65,,9,29.08
2023-01-08 10:00:00+01:00,58.5,34.92,40.2,45.31,46.02,238.9,108.6,142.6,43.44,,10,35.22
2023-01-08 11:00:00+01:00,99.71,70.19,97.95,98.0,91.25,88.1,37.6,88.1,91.14,,11,70.19
2023-01-08 12:00:00+01:00,99.04,64.38,99.04,90.0,88.12,120.5,57.6,89.9,86.84,,12,49.08
2023-01-08 13:00:00+01:00,94.19,89.66,90.0,94.19,90.76,60.4,27.6,45.3,90.76,,13,65.13
2023-01-08 14:00:00+01:00,99.3,79.54,99.3,86.88,85.49,108.8,47.9,76.7,85.1,,14,62.19
2023-01-08 15:00:00+01:00,100.99,85.91,98.04,93.1,93.19,64.2,47.9,63.2,91.64,,15,63.49
2023-01-08 16:00:00+01:00,125.66,102.32,103.82,120.0,118.64,11.7,3.3,11.6,122.13,,16,86.29
2023-01-08 17:00:00+01:00,150.81,114.48,114.48,143.21,136.16,95.0,74.2,85.4,142.11,,17,118.04
2023-01-08 18:00:00+01:00,136.0,115.44,119.2,123.59,122.23,98.9,82.5,18.0,123.1,,18,122.61
2023-01-08 19:00:00+01:00,116.83,86.06,116.83,110.0,94.99,70.5,43.5,51.5,89.53,,19,65.62
2023-01-08 20:00:00+01:00,101.94,64.6,74.2,101.94,94.39,42.0,41.4,40.8,95.83,,20,60.98
2023-01-08 21:00:00+01:00,103.5,83.06,83.38,101.0,89.24,25.4,25.4,25.4,101.48,,21,60.31
2023-01-08 22:00:00+01:00,101.39,84.0,101.39,90.0,91.98,184.9,116.8,105.0,91.15,,22,69.4
2023-01-08 23:00:00+01:00,100.5,67.18,72.2,84.45,79.61,163.1,102.2,101.0,79.61,,23,48.89
2023-01-09 00:00:00+01:00,93.8,69.6,71.93,93.73,76.58,133.7,56.2,77.5,89.34,,0,75.13
2023-01-09 01:00:00+01:00,74.57,64.38,70.48,67.49,68.01,170.9,91.9,82.2,69.46,,1,64.38
2023-01-09 02:00:00+01:00,63.58,40.28,60.28,44.45,53.56,234.4,119.0,115.4,51.31,,2,60.28
2023-01-09 03:00:00+01:00,47.39,19.0,41.0,22.89,34.87,164.9,61.7,103.2,27.82,,3,39.41
2023-01-09 04:00:00+01:00,60.99,22.49,58.99,41.58,43.63,259.8,116.0,143.8,35.64,,4,47.34
2023-01-09 05:00:00+01:00,70.0,32.0,69.95,39.0,51.92,169.0,56.7,112.3,39.76,,5,68.99
2023-01-09 06:00:00+01:00,109.58,63.0,109.58,63.0,84.11,56.0,13.4,42.6,72.57,,6,107.13
2023-01-09 07:00:00+01:00,147.87,125.64,139.25,137.17,135.18,166.6,68.6,106.0,133.84,,7,160.0
2023-01-09 08:00:00+01:00,160.09,134.12,155.58,145.0,146.89,136.4,42.3,104.5,145.8,,8,180.0
2023-01-09 09:00:00+01:00,164.62,137.14,162.0,142.84,148.95,194.9,160.3,34.8,145.28,,9,177.14
2023-01-09 10:00:00+01:00,164.38,142.37,154.94,155.0,152.88,315.8,154.0,162.8,154.77,,10,159.07
2023-01-09 11:00:00+01:00,157.52,143.0,154.0,148.79,151.48,246.8,131.2,121.5,149.79,,11,160.57
2023-01-09 12:00:00+01:00,147.7,132.0,140.3,140.0,141.68,382.6,188.0,199.3,137.81,,12,140.56
2023-01-09 13:00:00+01:00,145.3,130.0,137.2,132.66,138.98,356.3,192.7,169.0,134.3,,13,137.67
2023-01-09 14:00:00+01:00,170.86,139.77,143.12,169.61,149.5,334.9,134.1,202.6,151.8,,14,143.57
2023-01-09 15:00:00+01:00,200.0,149.91,149.91,200.0,174.51,344.7,225.8,125.5,185.54,,15,151.02
2023-01-09 16:00:00+01:00,205.86,154.92,154.92,192.8,181.34,368.0,268.2,99.8,195.7,,16,161.96
2023-01-09 17:00:00+01:00,215.67,169.5,169.5,200.0,195.82,441.0,319.0,130.2,201.94,,17,174.34
2023-01-09 18:00:00+01:00,205.57,170.64,173.72,193.1,193.62,461.4,363.7,99.4,199.65,,18,182.18
2023-01-09 19:00:00+01:00,194.0,153.79,154.37,171.04,177.64,417.1,351.7,90.2,182.8,,19,157.7
2023-01-09 20:00:00+01:00,175.6,142.0,142.1,159.35,164.54,456.0,401.6,75.9,162.75,,20,145.07
2023-01-09 21:00:00+01:00,164.39,122.24,133.9,145.38,147.05,400.6,317.1,100.3,148.66,,21,134.62
2023-01-09 22:00:00+01:00,136.9,83.84,112.5,131.0,116.96,335.9,300.7,90.6,125.95,,22,83.84
2023-01-09 23:00:00+01:00,119.0,78.6,80.59,119.0,97.54,421.6,365.8,117.1,111.2,,23,80.59
2023-01-10 00:00:00+01:00,132.69,104.1,119.29,114.85,114.7,184.4,123.3,61.1,122.43,,0,106.02
2023-01-10 01:00:00+01:00,108.71,98.01,98.31,106.4,101.29,140.3,77.8,63.5,103.94,,1,96.71
2023-01-10 02:00:00+01:00,110.3,97.25,98.03,105.79,102.61,184.4,126.3,58.1,106.28,,2,95.14
2023-01-10 03:00:00+01:00,107.22,97.84,100.32,99.0,101.45,158.2,147.6,22.6,101.6,,3,90.36
2023-01-10 04:00:00+01:00,109.02,98.1,101.9,100.0,103.01,279.3,243.1,68.1,102.73,,4,95.61
2023-01-10 05:00:00+01:00,117.7,91.0,91.0,115.5,110.81,180.3,130.3,57.4,113.99,,5,91.02
2023-01-10 06:00:00+01:00,152.25,127.0,140.3,139.2,142.33,177.2,113.5,78.7,144.59,,6,134.81
2023-01-10 07:00:00+01:00,186.5,156.37,161.53,186.5,169.35,146.0,104.7,65.1,178.22,,7,154.73
2023-01-10 08:00:00+01:00,200.69,162.9,162.9,191.22,184.18,245.8,132.1,118.8,188.71,,8,165.33
2023-01-10 09:00:00+01:00,191.0,156.57,162.0,162.0,173.58,273.5,166.4,118.5,174.37,,9,156.57
2023-01-10 10:00:00+01:00,175.0,131.02,162.1,151.02,155.14,250.7,164.7,93.3,151.71,,10,151.02
2023-01-10 11:00:00+01:00,164.82,138.02,152.66,164.82,148.3,219.0,150.1,69.2,153.36,,11,142.94
2023-01-10 12:00:00+01:00,155.0,139.82,139.82,153.01,149.16,118.8,64.5,54.3,147.78,,12,140.07
2023-01-10 13:00:00+01:00,155.13,141.55,141.55,149.4,148.73,130.7,63.5,67.9,147.91,,13,139.97
