,high_price,low_price,open_price,close_price,average_price,volume,buy_volume,sell_volume,average_price_last_3h,average_price_last_1h,hour,dayahead
2023-01-01 16:00:00+01:00,59.47,30.0,36.25,54.0,44.67,468.3,251.5,216.8,49.34,,16,36.54
2023-01-01 17:00:00+01:00,89.0,38.0,55.46,83.52,64.32,418.8,150.9,279.9,74.57,,17,46.03
2023-01-01 18:00:00+01:00,95.0,46.4,57.49,89.51,72.81,562.0,233.7,331.7,82.46,,18,55.57
2023-01-01 19:00:00+01:00,115.58,58.91,71.1,91.68,83.47,305.7,164.8,195.4,94.34,,19,54.95
2023-01-01 20:00:00+01:00,107.62,48.23,55.0,60.0,75.16,334.5,232.4,334.5,83.17,,20,49.23
2023-01-01 21:00:00+01:00,99.99,49.32,71.5,70.0,66.62,384.4,130.4,380.4,61.91,,21,44.99
2023-01-01 22:00:00+01:00,119.0,43.1,80.0,67.02,77.96,360.7,133.4,242.2,60.0,,22,45.96
2023-01-01 23:00:00+01:00,81.4,38.3,38.4,55.0,56.11,321.2,122.5,200.1,46.31,,23,35.0
2023-01-02 00:00:00+01:00,84.0,34.0,84.0,53.87,44.18,46.2,30.1,16.1,39.84,,0,57.91
2023-01-02 01:00:00+01:00,84.0,25.0,84.0,26.6,39.87,167.3,118.3,49.0,36.92,,1,51.67
