,high_price,low_price,open_price,close_price,average_price,volume,buy_volume,sell_volume,average_price_last_3h,average_price_last_1h,hour,dayahead
2023-06-14 07:00:00+02:00,155.0,114.0,155.0,122.0,137.63,463.6,376.5,140.8,122.42,,7,136.21
2023-06-14 08:00:00+02:00,136.0,106.5,135.0,131.12,127.52,526.7,350.0,252.0,118.94,,8,128.0
2023-06-14 09:00:00+02:00,114.93,93.0,109.79,93.0,102.47,573.8,411.7,164.2,95.71,,9,103.32
2023-06-14 10:00:00+02:00,105.2,76.0,94.7,78.5,86.93,472.2,348.2,125.8,79.88,,10,87.66
2023-06-14 11:00:00+02:00,89.92,68.41,84.57,83.3,80.33,436.2,263.4,180.4,83.13,,11,78.41
2023-06-14 12:00:00+02:00,79.66,57.14,79.66,61.0,68.04,751.9,542.2,232.6,66.39,,12,74.13
2023-06-14 13:00:00+02:00,81.99,61.5,81.54,77.28,71.12,758.2,431.6,342.1,68.66,,13,75.25
2023-06-14 14:00:00+02:00,83.9,66.7,83.32,78.2,74.77,669.6,436.5,240.1,75.15,,14,77.93
2023-06-14 15:00:00+02:00,89.6,60.0,60.0,83.5,77.46,743.2,421.2,496.4,79.59,,15,78.46
2023-06-14 16:00:00+02:00,99.0,82.26,89.44,90.2,89.53,676.1,456.5,276.0,90.44,,16,83.52
2023-06-14 17:00:00+02:00,113.4,96.92,102.47,99.0,100.66,677.6,512.0,291.4,100.0,,17,98.56
2023-06-14 18:00:00+02:00,121.93,109.75,117.19,112.0,117.11,879.9,672.6,287.4,115.22,,18,114.77
2023-06-14 19:00:00+02:00,174.62,128.64,128.64,169.3,162.24,1202.7,746.9,581.6,165.17,,19,142.07
2023-06-14 20:00:00+02:00,286.94,133.0,133.0,277.99,195.64,1307.4,716.0,667.5,211.05,,20,152.18
2023-06-14 21:00:00+02:00,234.87,125.76,125.76,196.3,177.79,1209.5,631.8,674.2,193.41,,21,139.91
2023-06-14 22:00:00+02:00,149.99,111.66,111.66,135.0,137.0,972.4,511.7,492.2,136.6,,22,119.77
2023-06-14 23:00:00+02:00,121.26,105.72,109.6,109.13,114.77,876.0,466.6,449.4,112.63,,23,108.87
2023-06-15 00:00:00+02:00,122.44,105.41,105.41,118.0,113.19,416.5,233.2,199.7,114.31,,0,107.12
2023-06-15 01:00:00+02:00,111.2,99.0,101.12,100.0,104.93,331.2,240.5,95.2,103.47,,1,102.77
2023-06-15 02:00:00+02:00,112.64,98.95,99.01,102.41,105.8,362.6,294.7,84.1,101.19,,2,100.62
2023-06-15 03:00:00+02:00,113.66,98.01,98.69,103.9,106.19,354.5,308.3,67.4,100.81,,3,100.38
2023-06-15 04:00:00+02:00,115.46,98.48,98.48,106.5,109.36,295.7,265.0,63.2,107.55,,4,100.37
2023-06-15 05:00:00+02:00,124.53,101.0,101.0,120.44,117.67,298.6,238.3,63.1,119.3,,5,113.96
2023-06-15 06:00:00+02:00,173.92,134.21,134.21,146.0,164.64,452.2,372.1,81.6,156.65,,6,163.92
2023-06-15 07:00:00+02:00,176.9,137.81,137.81,145.0,166.56,513.0,371.0,150.9,156.46,,7,166.1
2023-06-15 08:00:00+02:00,154.0,125.14,137.9,131.13,144.44,610.7,417.1,202.4,137.92,,8,140.07
2023-06-15 09:00:00+02:00,125.15,103.99,114.15,106.23,117.74,472.2,397.6,74.6,109.65,,9,116.0
2023-06-15 10:00:00+02:00,108.64,94.3,102.11,100.43,104.12,553.8,421.2,149.7,101.63,,10,103.66
2023-06-15 11:00:00+02:00,102.0,91.0,96.64,97.52,98.75,630.5,497.8,148.9,96.42,,11,98.02
2023-06-15 12:00:00+02:00,95.99,86.24,90.91,95.99,92.8,651.0,497.6,168.3,92.82,,12,92.24
2023-06-15 13:00:00+02:00,104.7,86.32,88.69,104.0,93.36,774.4,562.4,246.1,97.36,,13,90.0
2023-06-15 14:00:00+02:00,108.66,86.7,88.69,103.0,95.87,850.2,564.7,291.1,101.31,,14,90.0
2023-06-15 15:00:00+02:00,111.99,90.74,90.74,96.5,98.45,793.1,570.7,236.6,104.9,,15,92.01
2023-06-15 16:00:00+02:00,115.2,95.25,95.25,113.0,105.45,738.2,570.0,191.5,110.05,,16,96.75
2023-06-15 17:00:00+02:00,128.32,103.34,103.34,110.86,115.78,658.1,531.2,143.6,115.35,,17,104.9
2023-06-15 18:00:00+02:00,166.43,119.38,119.38,129.18,146.29,1111.4,711.7,446.0,135.39,,18,125.39
2023-06-15 19:00:00+02:00,240.16,156.06,156.06,163.51,194.72,1012.2,588.1,479.0,180.92,,19,156.32
2023-06-15 20:00:00+02:00,267.62,179.05,179.05,189.99,214.03,1167.9,685.7,599.3,196.16,,20,179.28
2023-06-15 21:00:00+02:00,236.2,172.5,172.5,203.89,200.21,1323.5,728.0,674.3,184.96,,21,172.54
2023-06-15 22:00:00+02:00,183.57,150.0,150.0,169.68,167.42,845.7,384.5,484.3,166.0,,22,149.96
2023-06-15 23:00:00+02:00,150.25,117.75,133.18,119.6,134.87,653.8,341.1,353.7,129.55,,23,125.02
2023-06-16 00:00:00+02:00,131.0,117.76,117.76,119.9,126.11,93.2,21.9,71.3,121.55,,0,126.16
2023-06-16 01:00:00+02:00,126.83,115.34,115.34,122.5,122.98,139.1,31.1,108.0,124.21,,1,121.62
2023-06-16 02:00:00+02:00,121.0,112.7,114.4,115.6,116.8,202.1,67.9,135.4,117.68,,2,115.59
2023-06-16 03:00:00+02:00,119.0,109.44,109.44,115.94,115.83,174.1,27.1,147.0,116.8,,3,112.7
2023-06-16 04:00:00+02:00,119.0,109.02,109.02,119.0,115.1,144.2,43.7,101.7,114.51,,4,113.08
2023-06-16 05:00:00+02:00,122.34,113.03,113.12,115.01,117.71,139.8,50.5,91.7,115.32,,5,117.77
2023-06-16 06:00:00+02:00,148.79,128.38,128.38,135.0,142.4,216.2,111.0,109.2,138.86,,6,142.9
2023-06-16 07:00:00+02:00,162.55,132.44,135.05,144.67,146.58,346.6,170.0,185.0,142.4,,7,153.74
2023-06-16 08:00:00+02:00,156.95,131.0,145.44,138.0,142.86,379.3,196.5,201.2,139.0,,8,145.59
2023-06-16 09:00:00+02:00,130.0,115.41,122.07,125.0,119.92,287.8,166.3,129.1,120.27,,9,124.16
2023-06-16 10:00:00+02:00,115.05,108.0,110.46,110.0,111.26,254.7,169.7,85.0,111.29,,10,112.2
2023-06-16 11:00:00+02:00,113.79,104.4,107.3,108.53,107.54,278.6,105.1,174.5,106.47,,11,108.99
2023-06-16 12:00:00+02:00,111.43,102.61,105.69,107.0,107.06,183.2,56.3,126.9,106.8,,12,107.35
2023-06-16 13:00:00+02:00,107.49,98.55,99.93,102.0,104.03,460.5,182.0,279.1,104.47,,13,101.4
2023-06-16 14:00:00+02:00,105.04,87.53,95.13,93.0,97.62,446.4,241.7,224.6,92.82,,14,99.31
2023-06-16 15:00:00+02:00,106.0,92.0,100.18,103.31,100.95,430.5,211.3,229.0,100.6,,15,101.65
2023-06-16 16:00:00+02:00,112.13,98.72,106.69,98.85,105.81,213.1,150.6,62.5,101.84,,16,108.47
2023-06-16 17:00:00+02:00,116.81,102.09,112.01,111.0,109.54,274.4,159.2,118.9,107.54,,17,115.04
2023-06-16 18:00:00+02:00,145.01,119.46,126.21,121.0,130.36,453.9,243.8,243.0,123.13,,18,135.35
2023-06-16 19:00:00+02:00,175.12,125.0,139.03,129.5,149.17,563.0,270.1,326.5,129.99,,19,161.19
2023-06-16 20:00:00+02:00,193.61,123.76,145.98,126.9,156.69,843.2,328.8,551.4,132.28,,20,175.1
2023-06-16 21:00:00+02:00,183.98,128.01,143.88,140.0,146.76,884.9,403.8,506.6,134.83,,21,170.39
2023-06-16 22:00:00+02:00,159.43,125.0,133.8,133.12,136.7,596.1,238.0,364.6,134.66,,22,152.04
2023-06-16 23:00:00+02:00,140.75,118.5,137.5,126.9,126.1,370.7,223.1,151.9,123.65,,23,138.69
2023-06-17 00:00:00+02:00,131.2,119.43,119.43,126.0,127.64,104.6,52.6,52.0,129.27,,0,130.81
2023-06-17 01:00:00+02:00,123.54,110.3,119.0,118.0,117.08,140.4,76.7,63.7,117.05,,1,122.8
2023-06-17 02:00:00+02:00,132.96,113.0,115.0,120.0,115.92,307.5,177.2,131.5,116.37,,2,120.01
2023-06-17 03:00:00+02:00,122.59,106.59,106.59,120.0,116.02,103.8,30.7,73.6,118.4,,3,116.45
2023-06-17 04:00:00+02:00,125.15,103.44,103.44,125.15,114.87,115.6,70.5,45.9,117.75,,4,111.07
2023-06-17 05:00:00+02:00,118.48,103.02,103.02,118.0,112.7,135.1,50.1,86.8,116.04,,5,110.0
2023-06-17 06:00:00+02:00,120.6,102.91,102.91,120.6,113.12,119.3,33.8,85.5,115.98,,6,110.31
2023-06-17 07:00:00+02:00,117.0,104.56,104.56,117.0,111.61,100.7,24.1,76.6,113.56,,7,108.05
2023-06-17 08:00:00+02:00,110.65,99.1,99.1,101.02,105.43,113.2,28.3,84.9,107.05,,8,101.0
2023-06-17 09:00:00+02:00,103.55,90.0,103.55,95.3,98.63,167.6,22.5,145.1,98.72,,9,95.6
2023-06-17 10:00:00+02:00,99.56,82.72,90.0,88.0,91.22,179.6,68.4,111.7,93.09,,10,85.0
2023-06-17 11:00:00+02:00,96.7,68.5,69.99,82.0,82.29,165.8,60.4,107.0,86.83,,11,69.99
2023-06-17 12:00:00+02:00,109.03,54.49,61.0,76.96,75.31,329.3,187.5,143.5,79.89,,12,59.36
2023-06-17 13:00:00+02:00,97.0,43.65,52.0,77.0,68.55,612.6,366.0,250.8,73.67,,13,48.4
2023-06-17 14:00:00+02:00,90.67,38.68,40.34,76.14,60.45,522.1,322.1,203.5,64.45,,14,39.38
2023-06-17 15:00:00+02:00,99.2,53.0,62.0,65.15,70.93,588.7,352.4,237.5,71.31,,15,56.08
2023-06-17 16:00:00+02:00,115.9,70.23,86.0,73.5,83.8,471.6,291.2,181.0,76.95,,16,85.0
2023-06-17 17:00:00+02:00,109.0,94.52,109.0,100.0,98.86,458.8,238.2,226.3,96.25,,17,101.52
2023-06-17 18:00:00+02:00,127.01,108.98,109.75,125.21,116.81,564.8,298.3,273.5,118.2,,18,115.31
2023-06-17 19:00:00+02:00,176.25,128.81,130.0,171.99,145.45,475.2,230.4,258.0,155.36,,19,137.79
2023-06-17 20:00:00+02:00,226.13,132.6,133.55,216.85,162.66,639.0,347.1,297.0,191.8,,20,146.97
2023-06-17 21:00:00+02:00,245.99,134.85,134.85,236.6,172.12,692.2,362.7,357.4,198.58,,21,155.0
2023-06-17 22:00:00+02:00,194.75,132.4,133.05,176.61,161.36,795.8,391.9,413.4,178.68,,22,146.37
2023-06-17 23:00:00+02:00,154.41,126.5,133.94,140.2,142.45,517.6,234.8,289.3,146.02,,23,136.65
2023-06-18 00:00:00+02:00,130.61,94.7,119.7,124.2,116.26,1332.5,444.1,1223.8,123.28,,0,128.6
2023-06-18 01:00:00+02:00,122.05,106.06,118.17,111.96,113.77,326.2,211.4,121.6,110.54,,1,118.39
2023-06-18 02:00:00+02:00,113.01,95.92,111.11,101.11,107.53,311.0,205.0,107.3,103.45,,2,111.01
2023-06-18 03:00:00+02:00,114.4,102.08,108.96,110.75,108.66,345.8,231.9,114.5,107.86,,3,108.86
2023-06-18 04:00:00+02:00,122.63,102.23,105.79,122.63,109.85,400.1,328.1,72.0,112.64,,4,104.0
2023-06-18 05:00:00+02:00,123.0,102.9,103.99,123.0,112.77,442.2,380.0,62.8,115.86,,5,102.59
2023-06-18 06:00:00+02:00,114.74,99.2,99.2,105.0,108.7,319.4,263.0,63.2,108.93,,6,98.03
2023-06-18 07:00:00+02:00,109.39,95.0,98.0,95.59,102.84,336.3,222.6,113.7,100.2,,7,92.06
2023-06-18 08:00:00+02:00,96.03,88.21,88.6,91.15,91.88,149.3,81.0,77.7,91.46,,8,85.0
2023-06-18 09:00:00+02:00,88.52,79.22,79.34,84.89,82.5,249.3,136.1,126.6,83.69,,9,78.13
2023-06-18 10:00:00+02:00,87.44,61.03,64.41,84.7,69.16,378.5,183.6,195.5,72.57,,10,63.36
2023-06-18 11:00:00+02:00,92.03,53.36,54.5,92.03,66.22,284.7,70.5,218.2,79.84,,11,53.65
2023-06-18 12:00:00+02:00,81.0,46.79,46.79,77.99,65.65,461.8,163.3,300.5,73.13,,12,45.79
2023-06-18 13:00:00+02:00,63.88,29.85,29.85,55.22,51.11,500.9,245.3,276.0,57.92,,13,29.38
2023-06-18 14:00:00+02:00,77.5,25.39,25.39,77.5,47.36,518.6,266.5,253.3,54.18,,14,25.0
2023-06-18 15:00:00+02:00,89.74,49.66,54.0,58.9,63.94,511.5,225.3,295.6,64.27,,15,48.98
2023-06-18 16:00:00+02:00,90.0,70.32,76.23,90.0,81.96,503.5,355.9,149.1,80.53,,16,75.0
2023-06-18 17:00:00+02:00,111.67,94.66,94.66,102.99,102.57,377.9,236.3,144.6,103.85,,17,93.63
2023-06-18 18:00:00+02:00,126.01,109.01,112.9,119.98,115.96,496.0,261.8,237.2,116.19,,18,107.23
2023-06-18 19:00:00+02:00,164.8,136.2,139.36,155.99,149.95,553.2,257.4,318.9,151.98,,19,131.1
2023-06-18 20:00:00+02:00,166.63,127.0,148.95,129.96,148.56,529.6,272.6,260.0,147.36,,20,140.25
2023-06-18 21:00:00+02:00,162.21,126.0,141.88,131.01,135.8,794.2,404.6,419.4,131.85,,21,137.47
2023-06-18 22:00:00+02:00,149.5,119.83,138.3,131.92,132.17,710.2,351.9,366.6,128.83,,22,137.47
2023-06-18 23:00:00+02:00,121.8,103.52,121.8,119.53,113.2,557.8,280.9,282.8,110.37,,23,117.62
2023-06-19 00:00:00+02:00,115.0,83.61,90.35,107.25,91.32,1502.1,885.9,1378.1,109.88,,0,100.02
2023-06-19 01:00:00+02:00,108.6,76.01,92.36,100.0,84.01,1598.6,1126.8,1449.8,104.23,,1,93.72
2023-06-19 02:00:00+02:00,102.26,72.6,87.22,98.01,83.73,1497.6,677.7,1399.0,100.3,,2,88.57
2023-06-19 03:00:00+02:00,103.5,68.0,88.16,77.79,80.63,1621.5,1000.5,1440.8,94.4,,3,89.66
2023-06-19 04:00:00+02:00,96.0,66.13,91.25,84.0,76.02,1516.3,870.7,1350.4,85.87,,4,93.8
2023-06-19 05:00:00+02:00,92.99,66.2,91.81,76.0,77.94,1541.7,739.6,1364.0,83.36,,5,95.87
2023-06-19 06:00:00+02:00,112.62,73.0,106.09,89.99,96.61,1586.1,912.0,1378.2,98.12,,6,117.97
2023-06-19 07:00:00+02:00,134.77,89.5,119.53,103.92,114.45,1905.9,1164.5,1700.6,97.55,,7,134.13
2023-06-19 08:00:00+02:00,133.71,83.75,126.76,108.78,115.88,1590.3,791.4,1515.0,108.33,,8,132.63
2023-06-19 09:00:00+02:00,113.86,80.0,113.86,108.0,95.02,1536.1,703.5,1479.1,92.2,,9,115.65
2023-06-19 10:00:00+02:00,109.0,75.72,98.62,104.0,91.72,1768.5,694.2,1532.8,98.27,,10,104.09
2023-06-19 11:00:00+02:00,99.9,70.0,95.75,93.95,86.11,1928.7,778.3,1588.7,91.07,,11,97.24
2023-06-19 12:00:00+02:00,95.98,71.44,92.06,84.01,85.26,1714.7,523.6,1562.3,89.41,,12,93.32
2023-06-19 13:00:00+02:00,90.58,60.12,88.75,60.12,78.93,1663.1,641.8,1429.0,70.86,,13,90.06
2023-06-19 14:00:00+02:00,90.38,48.7,87.07,52.14,70.72,2189.1,896.3,1804.1,56.08,,14,88.35
2023-06-19 15:00:00+02:00,92.84,59.0,92.84,59.8,75.42,2139.2,937.4,1774.8,66.53,,15,94.21
2023-06-19 16:00:00+02:00,98.09,65.44,96.75,82.65,79.53,1893.8,796.4,1764.3,76.66,,16,98.17
2023-06-19 17:00:00+02:00,112.13,77.36,108.17,85.19,92.74,1731.4,1194.9,1668.5,87.66,,17,110.08
2023-06-19 18:00:00+02:00,136.9,80.7,125.47,85.0,114.76,1770.0,1096.2,1746.6,98.46,,18,137.0
2023-06-19 19:00:00+02:00,172.95,122.06,153.94,145.0,150.0,2151.4,1298.5,2058.7,149.9,,19,170.31
2023-06-19 20:00:00+02:00,198.99,140.05,175.2,163.96,177.53,1617.0,1010.6,1552.3,159.19,,20,197.77
2023-06-19 21:00:00+02:00,175.55,130.0,165.56,160.82,151.7,2205.3,1392.1,1873.1,139.67,,21,178.48
2023-06-19 22:00:00+02:00,153.16,105.02,130.97,142.85,134.41,2142.0,1511.2,1946.7,135.12,,22,150.31
2023-06-19 23:00:00+02:00,137.85,70.0,135.0,119.0,113.51,1978.9,868.3,1916.8,100.04,,23,135.13
2023-06-20 00:00:00+02:00,122.7,114.0,118.11,115.07,118.59,368.8,152.4,228.8,116.99,,0,121.19
2023-06-20 01:00:00+02:00,115.07,105.8,108.85,111.63,110.98,186.8,84.9,101.9,109.68,,1,110.72
2023-06-20 02:00:00+02:00,109.03,99.33,102.5,105.0,103.89,197.5,86.4,111.8,103.4,,2,104.19
2023-06-20 03:00:00+02:00,109.59,98.09,99.71,101.9,101.94,271.2,168.9,115.7,100.57,,3,101.37
2023-06-20 04:00:00+02:00,108.96,99.53,99.53,108.96,102.72,139.3,111.1,42.2,102.31,,4,101.1
2023-06-20 05:00:00+02:00,109.89,101.51,102.87,101.71,104.67,156.4,151.7,8.7,104.25,,5,106.69
2023-06-20 06:00:00+02:00,133.94,104.75,104.75,121.1,119.38,896.3,521.0,408.5,123.9,,6,129.95
2023-06-20 07:00:00+02:00,155.49,125.0,145.38,125.0,140.44,278.8,153.9,132.9,135.56,,7,145.38
2023-06-20 08:00:00+02:00,190.01,139.2,141.24,184.01,157.53,264.9,145.2,124.7,160.06,,8,146.79
2023-06-20 09:00:00+02:00,147.0,116.4,131.23,118.0,134.94,466.6,173.0,300.6,135.35,,9,130.94
2023-06-20 10:00:00+02:00,123.72,100.11,112.39,104.75,109.26,475.1,279.6,213.2,107.0,,10,114.09
2023-06-20 11:00:00+02:00,113.0,95.55,104.33,102.0,103.91,430.6,286.9,173.1,100.29,,11,105.61
2023-06-20 12:00:00+02:00,107.2,92.16,98.67,92.16,96.72,393.3,267.2,156.1,95.25,,12,100.12
2023-06-20 13:00:00+02:00,135.57,88.02,94.27,91.72,92.8,261.6,137.8,147.8,91.37,,13,95.65
2023-06-20 14:00:00+02:00,99.47,86.55,93.58,95.0,93.66,483.7,254.5,232.8,93.23,,14,94.62
2023-06-20 15:00:00+02:00,134.97,91.0,99.62,102.45,98.48,402.2,216.7,193.2,98.52,,15,101.18
2023-06-20 16:00:00+02:00,108.29,96.01,103.73,96.01,102.06,412.0,281.0,132.2,101.17,,16,105.37
2023-06-20 17:00:00+02:00,133.09,103.01,133.09,108.0,117.94,675.1,461.9,280.2,115.36,,17,118.64
2023-06-20 18:00:00+02:00,156.13,131.01,141.46,133.0,141.86,528.7,386.9,169.3,137.53,,18,140.0
2023-06-20 19:00:00+02:00,192.61,162.12,166.58,184.89,175.44,346.5,179.2,170.2,170.8,,19,160.59
2023-06-20 20:00:00+02:00,214.0,162.09,172.99,214.0,180.72,552.0,299.8,268.6,183.76,,20,165.08
2023-06-20 21:00:00+02:00,170.94,135.01,154.09,169.94,153.26,482.8,274.1,228.7,151.23,,21,150.0
2023-06-20 22:00:00+02:00,151.44,104.2,139.68,128.38,135.9,283.8,218.2,68.3,136.23,,22,138.0
2023-06-20 23:00:00+02:00,126.84,111.52,123.29,123.09,118.5,400.4,261.5,141.4,118.03,,23,120.27
2023-06-21 00:00:00+02:00,119.8,112.84,117.9,116.2,116.09,89.6,70.6,19.0,115.45,,0,119.7
2023-06-21 01:00:00+02:00,114.99,106.48,114.99,110.26,110.88,232.5,122.4,112.1,111.04,,1,110.79
2023-06-21 02:00:00+02:00,110.26,103.0,107.97,103.42,106.45,288.7,137.4,151.9,106.29,,2,104.84
2023-06-21 03:00:00+02:00,108.01,102.44,106.56,104.19,105.0,167.1,79.4,87.7,104.59,,3,103.93
2023-06-21 04:00:00+02:00,108.0,101.79,106.18,107.33,105.08,132.5,87.7,44.8,104.85,,4,103.77
2023-06-21 05:00:00+02:00,109.48,98.0,108.57,101.28,103.1,375.4,300.5,75.5,102.19,,5,107.03
2023-06-21 06:00:00+02:00,130.0,84.65,84.65,121.09,118.63,370.6,291.8,81.8,119.81,,6,127.17
2023-06-21 07:00:00+02:00,136.0,99.05,99.05,123.1,123.65,505.5,391.5,147.2,126.15,,7,137.67
2023-06-21 08:00:00+02:00,147.05,107.75,107.75,127.11,130.35,795.3,536.8,318.4,127.67,,8,144.57
2023-06-21 09:00:00+02:00,123.43,88.0,88.0,105.58,110.06,1064.7,847.9,732.1,105.01,,9,126.2
2023-06-21 10:00:00+02:00,104.94,73.56,82.1,74.0,85.63,2222.8,1713.3,2000.5,83.3,,10,109.94
2023-06-21 11:00:00+02:00,100.83,65.81,71.06,66.9,77.85,1633.5,1204.0,1498.5,71.22,,11,103.01
2023-06-21 12:00:00+02:00,86.91,51.7,69.3,70.0,69.63,2157.4,1414.5,1825.5,70.85,,12,93.64
2023-06-21 13:00:00+02:00,85.0,59.87,68.4,70.0,69.74,2119.5,1286.4,1831.2,69.3,,13,87.14
2023-06-21 14:00:00+02:00,100.01,61.9,68.2,94.0,73.9,2104.5,926.8,1877.7,82.51,,14,86.91
2023-06-21 15:00:00+02:00,94.5,64.9,73.5,81.01,75.41,2135.3,1281.1,1873.6,83.78,,15,95.53
2023-06-21 16:00:00+02:00,97.3,60.7,68.92,70.01,74.51,2041.8,1360.9,1739.9,74.72,,16,99.23
2023-06-21 17:00:00+02:00,111.9,69.6,69.6,95.72,97.23,631.0,396.4,347.5,99.06,,17,113.62
2023-06-21 18:00:00+02:00,139.2,89.9,89.9,113.0,118.0,985.4,614.0,576.8,110.3,,18,138.17
2023-06-21 19:00:00+02:00,176.19,131.21,167.3,157.0,153.29,857.9,368.8,586.8,143.04,,19,167.5
2023-06-21 20:00:00+02:00,200.56,133.99,165.51,144.07,168.96,409.3,242.3,342.5,142.2,,20,190.71
2023-06-21 21:00:00+02:00,196.2,168.48,181.84,187.0,183.97,502.0,364.7,348.9,183.4,,21,181.22
2023-06-21 22:00:00+02:00,175.01,150.0,157.98,167.0,160.99,792.7,358.2,465.0,158.31,,22,155.0
2023-06-21 23:00:00+02:00,138.95,123.7,132.76,124.11,133.51,572.2,237.0,350.1,134.78,,23,134.88
2023-06-22 00:00:00+02:00,134.82,125.71,127.98,134.71,130.84,306.2,244.4,128.3,130.8,,0,132.95
2023-06-22 01:00:00+02:00,131.18,116.22,116.22,130.9,126.45,427.3,289.1,151.4,126.84,,1,123.52
2023-06-22 02:00:00+02:00,128.0,108.78,108.78,128.0,121.14,432.9,310.4,130.1,121.82,,2,115.49
2023-06-22 03:00:00+02:00,122.0,106.7,106.7,117.01,118.43,313.9,223.0,103.3,119.32,,3,111.34
2023-06-22 04:00:00+02:00,116.9,104.54,104.54,115.86,113.84,154.0,126.5,36.2,112.78,,4,107.02
2023-06-22 05:00:00+02:00,132.3,111.53,111.53,132.3,120.88,214.6,158.9,56.3,120.93,,5,115.75
2023-06-22 06:00:00+02:00,155.1,126.67,126.67,135.52,142.93,175.6,128.0,49.7,142.71,,6,137.62
2023-06-22 07:00:00+02:00,160.66,133.72,133.72,147.0,150.45,147.1,111.2,35.9,147.38,,7,152.72
2023-06-22 08:00:00+02:00,164.24,138.26,144.73,152.31,149.36,199.2,147.7,51.5,143.63,,8,153.94
2023-06-22 09:00:00+02:00,137.5,117.0,127.96,117.0,126.03,420.9,293.8,136.7,125.25,,9,130.12
2023-06-22 10:00:00+02:00,115.84,104.8,114.2,106.15,110.35,457.3,298.3,272.5,110.61,,10,116.0
2023-06-22 11:00:00+02:00,109.0,92.0,103.75,103.0,99.42,553.6,365.9,504.8,98.83,,11,105.15
2023-06-22 12:00:00+02:00,109.95,89.5,102.75,105.72,99.76,547.9,293.1,481.8,102.62,,12,104.16
2023-06-22 13:00:00+02:00,126.01,88.63,105.14,111.0,102.99,665.2,282.0,556.4,110.73,,13,106.79
2023-06-22 14:00:00+02:00,124.0,91.74,104.81,120.02,107.13,713.8,292.7,574.5,116.89,,14,106.46
2023-06-22 15:00:00+02:00,122.4,90.0,105.15,118.0,107.7,622.7,262.5,474.5,113.79,,15,106.79
2023-06-22 16:00:00+02:00,129.23,92.01,106.51,110.96,113.97,613.3,260.0,454.0,117.31,,16,108.19
2023-06-22 17:00:00+02:00,151.65,112.6,123.7,112.6,131.71,539.2,257.4,288.1,123.68,,17,125.77
2023-06-22 18:00:00+02:00,154.06,112.0,131.25,113.3,131.38,679.7,405.8,279.0,117.54,,18,137.3
2023-06-22 19:00:00+02:00,169.2,115.0,141.57,116.6,143.26,744.2,481.1,277.5,123.67,,19,157.43
2023-06-22 20:00:00+02:00,168.0,115.8,154.22,115.8,137.11,648.0,419.0,287.6,120.2,,20,155.0
2023-06-22 21:00:00+02:00,157.57,112.42,151.59,116.63,128.76,475.9,252.3,237.5,116.59,,21,147.18
2023-06-22 22:00:00+02:00,143.49,109.29,127.64,121.9,122.74,467.3,237.3,238.0,118.27,,22,134.34
2023-06-22 23:00:00+02:00,135.11,103.12,124.56,114.32,112.24,736.7,451.3,289.6,111.02,,23,120.87
2023-06-23 00:00:00+02:00,108.8,95.62,101.09,108.8,101.76,454.9,328.9,131.2,102.18,,0,103.8
2023-06-23 01:00:00+02:00,104.71,93.32,93.85,104.71,97.72,256.1,155.6,105.5,99.44,,1,95.2
2023-06-23 02:00:00+02:00,96.42,89.6,93.54,91.1,93.02,184.6,135.4,52.2,93.11,,2,91.79
2023-06-23 03:00:00+02:00,102.0,90.11,94.49,101.49,94.91,274.8,238.6,38.6,96.83,,3,91.28
2023-06-23 04:00:00+02:00,99.1,89.99,92.23,99.1,95.06,295.4,255.2,68.6,96.41,,4,90.94
2023-06-23 05:00:00+02:00,114.29,94.15,95.37,114.29,102.79,426.7,366.7,84.0,107.6,,5,94.56
2023-06-23 06:00:00+02:00,141.39,109.4,109.4,141.39,124.95,665.5,513.0,169.1,126.84,,6,115.09
2023-06-23 07:00:00+02:00,145.83,120.0,120.0,134.48,133.47,735.1,447.8,392.8,136.41,,7,128.94
2023-06-23 08:00:00+02:00,151.74,127.61,134.73,130.0,137.33,423.8,257.6,170.4,136.02,,8,130.87
2023-06-23 09:00:00+02:00,138.0,111.76,115.75,130.0,125.53,289.3,194.5,103.8,126.22,,9,121.65
2023-06-23 10:00:00+02:00,117.0,95.01,100.72,98.01,105.77,570.6,395.1,371.8,108.99,,10,106.27
2023-06-23 11:00:00+02:00,104.4,86.04,86.1,91.0,94.18,781.2,534.0,549.7,94.63,,11,98.1
2023-06-23 12:00:00+02:00,110.5,77.0,85.89,107.88,91.49,1191.5,834.2,916.3,103.0,,12,92.89
2023-06-23 13:00:00+02:00,100.0,64.01,79.71,95.42,80.5,1503.4,1069.5,1302.3,88.47,,13,86.71
2023-06-23 14:00:00+02:00,99.0,60.09,73.54,92.01,74.1,1917.1,1231.8,1744.0,90.05,,14,79.07
2023-06-23 15:00:00+02:00,89.49,59.34,73.17,74.0,69.9,1781.6,1475.1,1535.5,77.65,,15,78.33
2023-06-23 16:00:00+02:00,83.35,40.31,72.7,40.31,65.06,1565.1,1250.1,1472.0,64.76,,16,77.4
2023-06-23 17:00:00+02:00,99.52,61.64,83.09,86.0,79.3,1346.7,1130.8,1310.8,77.48,,17,90.09
2023-06-23 18:00:00+02:00,107.99,80.83,97.91,98.1,94.4,938.4,758.7,815.2,90.43,,18,104.91
2023-06-23 19:00:00+02:00,127.88,96.83,96.83,123.7,119.37,496.3,247.0,288.0,118.2,,19,106.72
2023-06-23 20:00:00+02:00,143.1,122.82,127.91,132.0,131.79,389.5,286.6,106.4,129.13,,20,137.1
